Level nr;Code;Parent code;Label NL;Label FR;Label DE;Label EN
5;85510;8551;Sport- en recreatieonderwijs;Enseignement de disciplines sportives et d'activités de loisirs;Sport- und Freizeitunterricht;
5;85520;8552;Cultureel onderwijs;Enseignement culturel;Kulturunterricht;
5;85531;8553;Autorijscholen;Enseignement de la conduite de véhicules à moteurs;Fahrschulen;
5;85532;8553;Vlieg- en vaaronderricht;Enseignement de la conduite d'aéronefs et de bateaux;Flug- und Schiffahrtsschulen;
5;85591;8559;Onderwijs voor sociale promotie;Enseignement de promotion sociale;Sozialförderungsunterricht;
5;85592;8559;Beroepsopleiding;Formation professionnelle;Berufsbildung;
5;85593;8559;Sociaal-cultureel vormingswerk;Formation socio-culturelle;Soziokulturelle Bildung;
5;85599;8559;Overige vormen van onderwijs;Autres formes d'enseignement;Andere Ausbildungsformen;
5;85601;8560;Activiteiten van Centra voor Leerlingbegeleiding (C.L.B.);Activités des Centres Psycho-Médico-Sociaux (P.M.S.);Tätigkeiten der psycho-medizinisch-sozialen Zentren (P.M.S.);
5;85609;8560;Overige onderwijsondersteunende dienstverlening;Autres services de soutien à l'enseignement;Sonstige unterrichtsunterstÿtzende Dienstleistungen;
5;86101;8610;Algemene ziekenhuizen, m.u.v. geriatrische en gespecialiseerde ziekenhuizen;Activités des hôpitaux généraux, sauf hôpitaux gériatriques et spécialisés;Allgemeine Krankenhäuser, mit Ausnahme von geriatrischen und spezialisierten Krankenhäusern;
5;86102;8610;Geriatrische ziekenhuizen;Activités des hôpitaux gériatriques;Tätigkeiten von geriatrischen Krankenhäusern;
5;86103;8610;Gespecialiseerde ziekenhuizen;Activités des hôpitaux spécialisés;Tätigkeiten von spezialisierten Krankenhäusern;
5;86104;8610;Psychiatrische ziekenhuizen;Activités des hôpitaux psychiatriques;Tätigkeiten von psychiatrischen Krankenhäusern;
5;86109;8610;Overige hospitalisatiediensten;Autres activités hospitalières;Sonstige Krankenhaustätigkeiten;
5;86210;8621;Huisartspraktijken;Activités des médecins généralistes;Arztpraxen fÿr Allgemeinmedizin;
5;86220;8622;Praktijken van specialisten;Activités des médecins spécialistes;Facharztpraxen;
5;86230;8623;Tandartspraktijken;Pratique dentaire;Zahnarztpraxen;
5;86901;8690;Activiteiten van medische laboratoria;Activités des laboratoires médicaux;Tätigkeiten von medizinischen Labors;
5;86902;8690;Activiteiten van bloedtransfusiecentra en bloed- en organenbanken;Activités des centres de collecte de sang, des banques de sang et d'organes;Tätigkeiten von Bluttransfusionszentren, Blut- und Organbanken;
5;86903;8690;Ziekenvervoer;Transport par ambulance;Krankenbeförderung;
5;86904;8690;Activiteiten op het vlak van geestelijke gezondheidszorg, m.u.v. psychiatrische ziekenhuizen en verzorgingstehuizen;Activités relatives à la santé mentale, sauf hôpitaux et maisons de soins psychiatriques;Tätigkeiten im Bereich der geistigen Gesundheit, mit Ausnahme von psychiatrischen Krankenhäusern;
5;86905;8690;Ambulante revalidatieactiviteiten;Activités de revalidation ambulatoire;Ambulante Rehabilitationstätigkeiten;
5;86906;8690;Verpleegkundige activiteiten;Activités des praticiens de l'art infirmier;Pflegetätigkeiten;
5;86907;8690;Activiteiten van vroedvrouwen;Activités des sages-femmes;Hebammentätigkeiten;
5;86909;8690;Overige menselijke gezondheidszorg, n.e.g.;Autres activités pour la santé humaine n.c.a.;Sonstige Tätigkeiten im Bereich der menschlichen Gesundheitspflege, a.n.g.;
5;87101;8710;Rust- en verzorgingstehuizen (R.V.T.);Activités des maisons de repos et de soins (M.R.S.);Tätigkeiten von Alten- und Pflegeheimen;
5;87109;8710;Overige verpleeginstellingen met huisvesting;Autres activités de soins infirmiers résidentiels;Sonstige stationäre Pflegeeinrichtungen;
5;87201;8720;Instellingen met huisvesting voor minderjarigen met een mentale handicap;Activités de soins résidentiels pour mineurs avec un handicap mental;Stationäre Einrichtungen zur Betreuung geistig behinderter Minderjähriger;
5;87202;8720;Instellingen met huisvesting voor volwassenen met een mentale handicap;Activités de soins résidentiels pour adultes avec un handicap mental;Stationäre Einrichtungen zur Betreuung geistig behinderter Erwachsener;
5;87203;8720;Instellingen met huisvesting voor personen met psychiatrische problemen;Activités de soins résidentiels pour personnes avec un problème psychiatrique;Stationäre Einrichtungen zur Betreuung von Personen mit psychiatrischen Problemen;
5;87204;8720;Instellingen met huisvesting voor drugs- en alcoholverslaafden;Activités de soins résidentiels pour personnes toxicodépendantes;Stationäre Einrichtungen zur Betreuung von Drogen- und Alkoholsÿchtigen;
5;87205;8720;Activiteiten van beschut wonen voor personen met psychiatrische problemen;Activités des habitations protégées pour personnes avec un problème psychiatrique;Tätigkeiten im Bereich des beschÿtzten Wohnens fÿr Personen mit psychiatrischen Problemen;
5;87209;8720;Andere instellingen met huisvesting voor personen met een mentale handicap of psychiatrische problemen en voor drugs- en alcoholverslaafden;Autres activités de soins résidentiels pour personnes avec un handicap mental, un problème psychiatrique ou toxicodépendantes;Sonstige stationäre Einrichtungen zur Betreuung von Personen mit einer geistigen Behinderung oder psychiatrischen Problemen und von Drogen- und Alkoholabhängigen;
5;87301;8730;Rusthuizen voor ouderen (R.O.B.);Activités des maisons de repos pour personnes âgées (M.R.P.A.);Tätigkeiten von Altenheimen;
5;87302;8730;Serviceflats voor ouderen;Activités des résidences services pour personnes âgées;Tätigkeiten von Pflegeresidenzen fÿr ältere Menschen;
5;87303;8730;Instellingen met huisvesting voor minderjarigen met een lichameijke handicap;Activités de soins résidentiels pour mineurs avec un handicap moteur;Stationäre Einrichtungen zur Betreuung Minderjähriger mit körperlicher Behinderung;
5;87304;8730;Instellingen met huisvesting voor volwassenen met een lichameijke handicap;Activités de soins résidentiels pour adultes avec un handicap moteur;Stationäre Einrichtungen zur Betreuung Erwachsener mit körperlicher Behinderung;
5;87309;8730;Instellingen met huisvesting voor ouderen en voor personen met een lichamelijke handicap, n.e.g.;Autres activités de soins résidentiels pour personnes âgées ou avec un handicap moteur;Stationäre Einrichtungen zur Betreuung älterer Menschen und körperlich Behinderter;
5;87901;8790;Integrale jeugdhulp met huisvesting;Services d'aide à la jeunesse avec hébergement;Jugendhilfsdienste mit Unterbringung;
5;87902;8790;Algemeen welzijnswerk met huisvesting;Services sociaux généraux avec hébergement;Allgemeine Sozialdienste mit Unterbringung;
5;87909;8790;Overige maatschappelijke dienstverlening met huisvesting, n.e.g.;Autres activités de soins résidentiels n.c.a.;Sonstige Heime (ohne Fremden-, Erholungs- und Ferienheime) a.n.g.;
5;88101;8810;Activiteiten van gezins- en bejaardenzorg aan huis, m.u.v. (thuis)verpleging;Activités des aides familiales à domicile, sauf soins à domicile;Tätigkeiten der Betreuung von Familien und älteren Menschen, mit Ausnahme von häuslicher Pflege;
5;88102;8810;Activiteiten van dag- en dienstencentra voor ouderen;Activités des centres de jour et de services pour personnes âgées;Tätigkeiten der Tages- und Betreuungszentren fÿr ältere Menschen;
5;88103;8810;Activiteiten van dagcentra voor minderjarigen met een lichamelijke handicap, met inbegrip van ambulante hulpverlening;Activités des centres de jour pour mineurs avec un handicap moteur, y compris les services ambulatoires;Tätigkeiten der Tageszentren fÿr Minderjährige mit körperlicher Behinderung, einschließliche ambulanter Hilfsleistungen;
5;88104;8810;Activiteiten van dagcentra voor volwassenen met een lichamelijke handicap, met inbegrip van ambulante hulpverlening;Activités des centres de jour pour adultes avec un handicap moteur, y compris les services ambulatoires;Tätigkeiten der Tageszentren fÿr Erwachsene mit körperlicher Behinderung, einschließliche ambulanter Hilfsleistungen;
5;88109;8810;Overige maatschappelijke dienstverlening zonder huisvesting voor ouderen en lichamelijk gehandicapten;Autre action sociale sans hébergement pour personnes âgées et pour personnes avec un handicap moteur;Sonstige soziale Dienstleistungen ohne Unterbringung fÿr ältere Menschen und körperlich Behinderte;
5;88911;8891;Kinderdagverblijven en crèches;Activités des crèches et des garderies d'enfants;Tätigkeiten von Kinderkrippen und Kindertagesstätten;
5;88912;8891;Kinderopvang door onthaalmoeders;Activités des gardiennes d'enfants;Tätigjkeiten von Tagesmÿttern;
5;88919;8891;Overige kinderopvang;Autre action sociale sans hébergement pour jeunes enfants;Sonstige Kinderbetreuung ohne Unterbringung;
5;88991;8899;Activiteiten van dagcentra voor minderjarigen met een mentale handicap, met inbegrip van ambulante hulpverlening;Activités des centres de jour pour mineurs avec un handicap mental, y compris les services ambulatoires;Tätigkeiten der Tageszentren fÿr Minderjährige mit geistiger Behinderung, einschließliche ambulanter Hilfsleistungen;
5;88992;8899;Activiteiten van dagcentra voor volwassenen met een mentale handicap, met inbegrip van ambulante hulpverlening;Activités des centres de jour pour adultes avec un handicap mental, y compris les services ambulatoires;Tätigkeiten der Tageszentren fÿr Erwachsene mit geistiger Behinderung, einschließliche ambulanter Hilfsleistungen;
5;88993;8899;Ambulante hulpverlening aan drugs- en alcoholverslaafden;Action sociale ambulatoire pour personnes toxicodépendantes;Ambulante Hilfe fÿr Drogen- und Akoholabhängige;
5;88994;8899;Integrale jeugdhulp zonder huisvesting;Services d'aide à la jeunesse sans hébergement;Jugendhilfsdienste ohne Unterbringung;
5;88995;8899;Beschutte en sociale werkplaatsen;Activités des entreprises de travail adapté;Tätigkeiten von geschÿtzten und sozialen Werkstätten;
5;88996;8899;Algemeen welzijnswerk zonder huisvesting;Services sociaux généraux sans hébergement;Allgemeine Sozialdienste ohne Unterbringung;
5;88999;8899;Andere vormen van maatschappelijke dienstverlening zonder huisvesting, n.e.g.;Autres formes d'action sociale sans hébergement n.c.a.;Sonstige Arten sozialer Dienstleistungen ohne Unterbringung a.n.g.;
5;90011;9001;Beoefening van uitvoerende kunsten door zelfstandig werkende artiesten;Réalisation de spectacles par des artistes indépendants;Darbietungen von selbständig arbeitenden Kÿnstlern im Bereich der darstellenden Kunst;
5;90012;9001;Beoefening van uitvoerende kunsten door artistieke ensembles;Réalisation de spectacles par des ensembles artistiques;Darbietungen von Kÿnstlergruppen im Bereich der darstellenden Kunst;
5;90021;9002;Promotie en organisatie van uitvoerende kunstevenementen;Promotion et organisation de spectacles vivants;Förderung und Organisation von Veranstaltungen im Bereich der darstellenden Kunst;
5;90022;9002;Ontwerp en bouw van podia;Conception et réalisation de décors;Kulissenentwurf und -bau;
5;90023;9002;Gespecialiseerde beeld-, verlichtings- en geluidstechnieken;Services spécialisés du son, de l'image et de l'éclairage;Spezialisierte Bild-, Beleuchtungs- und Tontechniken;
5;90029;9002;Overige ondersteunende activiteiten voor de uitvoerende kunsten;Autres activités de soutien au spectacle vivant;Sonstige unterstÿtzende Tätigkeiten im Bereich der ausfÿhrenden Kunst;
5;90031;9003;Scheppende kunsten, m.u.v. ondersteunende diensten;Création artistique, sauf activités de soutien;Schaffende Kunst, mit Ausnahme von unterstÿtzenden Tätigkeiten;
5;90032;9003;Ondersteunende activiteiten voor scheppende kunsten;Activités de soutien à la création artistique;Unterstÿtzende Tätigkeiten im Bereich der schaffenden Kunst;
5;90041;9004;Exploitatie van schouwburgen, concertzalen en dergelijke;Gestion de salles de théâtre, de concerts et similaires;Betrieb von Schauspielhäusern, Konzerthallen u.ä.;
5;90042;9004;Exploitatie van culturele centra en multifunctionele zalen ten behoeve van culturele activiteiten;Gestion de centres culturels et de salles multifonctionnelles à vocation culturelle;Betrieb von Kulturzentren und Multifunktionssälen;
5;91011;9101;Bibliotheken,mediatheken en ludotheken;Gestion des bibliothèques, des médiathèques et des ludothèques;Verwaltung von Bibliotheken, Mediotheken und Spieliotheken;
5;91012;9101;Openbare archieven;Gestion des archives publiques;Öffenliche Archive;
5;91020;9102;Musea;Gestion des musées;Museen;
5;91030;9103;Exploitatie van monumenten en dergelijke toeristenattracties;Gestion des sites et monuments historiques et des attractions touristiques similaires;Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen;
5;91041;9104;Botanische tuinen en dierentuinen;Gestion des jardins botaniques et zoologiques;Botanische und zoologische Gärten;
5;91042;9104;Beheer en instandhouding van natuurgebieden;Gestion et conservation des sites naturels;Verwaltung und Erhaltung von Naturgebieten;
5;92000;9200;Loterijen en kansspelen;Organisation de jeux de hasard et d'argent;Spiel-, Wett- und Lotteriewesen;
5;93110;9311;Exploitatie van sportaccommodaties;Gestion d'installations sportives;Betrieb von Sportanlagen;
5;93121;9312;Activiteiten van voetbalclubs;Activités de clubs de football;Tätigkeiten von Fußballclubs;
5;93122;9312;Activiteiten van tennisclubs;Activités de clubs de tennis;Tätigkeiten von Tennisclubs;
5;93123;9312;Activiteiten van overige balsportclubs;Activités de clubs d'autres sports de ballon;Tätigkeiten von sonstigen Ballsportclubs;
5;93124;9312;Activiteiten van wielerclubs;Activités de clubs cyclistes;Tätigkeiten von Fahrradclubs;
5;93125;9312;Activiteiten van vechtsportclubs;Activités de clubs de sports de combat;Tätigkeiten von Kampfsportclubs;
